date  ,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker
2021-07-23  15:52,MITT,SCKT,NWHM,VNE,ACOR,ALZN,NRXP,MDGS,BBIG,SNAP,UPC,AEY,GLG,XBIO,FWP,ANVS,CYCN,BRCN,AAME,BXC
